dataset_id,dataset_name,platform,modality,is_spatial,species,tissue,disease,perturbation,n_samples,data_access_link,download_url,data_downloadable,original_publication,original_publication_link,original_publication_year,first_published_by_model_paper,candidate_accessions,notes
hubmap_hbm694_zkvc_398_geomx_ngs_placenta_rna,HuBMAP HBM694.ZKVC.398 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/37fa6c6ce3f97817ab9cdf258f91b730,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/37fa6c6ce3f97817ab9cdf258f91b730,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 37fa6c6ce3f97817ab9cdf258f91b730; access protected
hubmap_hbm493_hxjb_779_auto_fluorescence_kidney_right_endogenous_fluor,HuBMAP HBM493.HXJB.779 · Auto-fluorescence · Kidney (Right) · Endogenous fluorophore,Auto-fluorescence,spatial proteomics,yes,human,Kidney (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/381088ffe5fdaa94f0838f1feed3ea95,https://assets.hubmapconsortium.org/381088ffe5fdaa94f0838f1feed3ea95/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/381088ffe5fdaa94f0838f1feed3ea95,2023,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 381088ffe5fdaa94f0838f1feed3ea95; access public
hubmap_hbm679_dzdb_736_histology_bone_marrow_nucleic_acid_pro,HuBMAP HBM679.DZDB.736 · Histology · Bone Marrow · Nucleic acid + protein,Histology,spatial proteomics,yes,human,Bone Marrow,,,,https://portal.hubmapconsortium.org/browse/dataset/38138e1086085a5e90d61bfee44ec440,https://assets.hubmapconsortium.org/38138e1086085a5e90d61bfee44ec440/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford University Bone Marrow TMC,https://portal.hubmapconsortium.org/browse/dataset/38138e1086085a5e90d61bfee44ec440,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 38138e1086085a5e90d61bfee44ec440; access public
hubmap_hbm836_ggmp_382_geomx_ngs_placenta_rna,HuBMAP HBM836.GGMP.382 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/38254eb8bf3434bfdc4f69a141764613,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/38254eb8bf3434bfdc4f69a141764613,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 38254eb8bf3434bfdc4f69a141764613; access protected
hubmap_hbm467_lmbg_759_mibi_uterus_protein,HuBMAP HBM467.LMBG.759 · MIBI · Uterus · Protein,MIBI,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/382f23b9fe365e73e8c6c9ef0470c0ae,https://assets.hubmapconsortium.org/382f23b9fe365e73e8c6c9ef0470c0ae/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford RTI,https://portal.hubmapconsortium.org/browse/dataset/382f23b9fe365e73e8c6c9ef0470c0ae,2023,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 382f23b9fe365e73e8c6c9ef0470c0ae; access public
hubmap_hbm946_rvvs_277_maldi_bone_marrow_polysaccharide,HuBMAP HBM946.RVVS.277 · MALDI · Bone Marrow · Polysaccharide,MALDI,spatial proteomics,yes,human,Bone Marrow,,,,https://portal.hubmapconsortium.org/browse/dataset/38401d9aecc54ca9dc33dbd1a20ee4d1,https://assets.hubmapconsortium.org/38401d9aecc54ca9dc33dbd1a20ee4d1/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford University Bone Marrow TMC,https://portal.hubmapconsortium.org/browse/dataset/38401d9aecc54ca9dc33dbd1a20ee4d1,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 38401d9aecc54ca9dc33dbd1a20ee4d1; access public
hubmap_hbm262_fkkm_985_unspecified_uterus_na,HuBMAP HBM262.FKKM.985 · unspecified · Uterus,MIBI,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/38438f5f037be477ff8a0f89997c13db,https://assets.hubmapconsortium.org/38438f5f037be477ff8a0f89997c13db/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford RTI,https://portal.hubmapconsortium.org/browse/dataset/38438f5f037be477ff8a0f89997c13db,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 38438f5f037be477ff8a0f89997c13db; access public; HuBMAP pipeline: DeepCell + SPRM
hubmap_hbm343_wszr_643_auto_fluorescence_kidney_right_endogenous_fluor,HuBMAP HBM343.WSZR.643 · Auto-fluorescence · Kidney (Right) · Endogenous fluorophore,Auto-fluorescence,spatial proteomics,yes,human,Kidney (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/386223719f5bafb3ef2781e7b05eff89,https://assets.hubmapconsortium.org/386223719f5bafb3ef2781e7b05eff89/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/386223719f5bafb3ef2781e7b05eff89,2024,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 386223719f5bafb3ef2781e7b05eff89; access public
hubmap_hbm343_fndt_523_geomx_ngs_placenta_rna,HuBMAP HBM343.FNDT.523 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/387510b8ba29b1eb5d31529458019625,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/387510b8ba29b1eb5d31529458019625,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 387510b8ba29b1eb5d31529458019625; access protected
hubmap_hbm648_gbmc_339_geomx_ngs_placenta_rna,HuBMAP HBM648.GBMC.339 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/387806d9830b509aff8f4ff39d584896,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/387806d9830b509aff8f4ff39d584896,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 387806d9830b509aff8f4ff39d584896; access protected
hubmap_hbm344_jddv_797_histology_eye_left_endogenous_fluor,HuBMAP HBM344.JDDV.797 · Histology · Eye (Left) · Endogenous fluorophore,Histology,spatial proteomics,yes,human,Eye (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/388652f49616deb2c6a8cc6d5f976e9e,https://assets.hubmapconsortium.org/388652f49616deb2c6a8cc6d5f976e9e/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/388652f49616deb2c6a8cc6d5f976e9e,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 388652f49616deb2c6a8cc6d5f976e9e; access public
hubmap_hbm289_nrnb_282_geomx_ngs_placenta_rna,HuBMAP HBM289.NRNB.282 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/388cf13259a15af7914a1e20b1a5d274,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/388cf13259a15af7914a1e20b1a5d274,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 388cf13259a15af7914a1e20b1a5d274; access protected
hubmap_hbm378_nbjs_664_geomx_ngs_placenta_rna,HuBMAP HBM378.NBJS.664 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/3897aaa9a12560566a5c166a3d311153,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/3897aaa9a12560566a5c166a3d311153,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 3897aaa9a12560566a5c166a3d311153; access protected
hubmap_hbm662_sbxm_722_geomx_ngs_placenta_rna,HuBMAP HBM662.SBXM.722 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/3897fd57e41ce041a53a5a6ff215f93a,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/3897fd57e41ce041a53a5a6ff215f93a,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 3897fd57e41ce041a53a5a6ff215f93a; access protected
hubmap_hbm589_dsmr_383_geomx_ngs_placenta_rna,HuBMAP HBM589.DSMR.383 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/38997f6607a72164fb4b75d92528b697,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/38997f6607a72164fb4b75d92528b697,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 38997f6607a72164fb4b75d92528b697; access protected
hubmap_hbm495_lvft_954_geomx_ngs_placenta_rna,HuBMAP HBM495.LVFT.954 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/3899ef9b4863c9495543966f378722ee,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/3899ef9b4863c9495543966f378722ee,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 3899ef9b4863c9495543966f378722ee; access protected
hubmap_hbm867_qqcl_679_unspecified_uterus_na,HuBMAP HBM867.QQCL.679 · unspecified · Uterus,MIBI,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/389b540cf7e527b993bfd73910e51465,https://assets.hubmapconsortium.org/389b540cf7e527b993bfd73910e51465/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford RTI,https://portal.hubmapconsortium.org/browse/dataset/389b540cf7e527b993bfd73910e51465,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 389b540cf7e527b993bfd73910e51465; access public; HuBMAP pipeline: DeepCell + SPRM
hubmap_hbm594_kmjl_998_auto_fluorescence_kidney_left_endogenous_fluor,HuBMAP HBM594.KMJL.998 · Auto-fluorescence · Kidney (Left) · Endogenous fluorophore,Auto-fluorescence,spatial proteomics,yes,human,Kidney (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/38aa877c34c03cc35fd8ec12992105d0,https://assets.hubmapconsortium.org/38aa877c34c03cc35fd8ec12992105d0/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/38aa877c34c03cc35fd8ec12992105d0,2024,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 38aa877c34c03cc35fd8ec12992105d0; access public
hubmap_hbm632_mxjf_562_auto_fluorescence_kidney_left_endogenous_fluor,HuBMAP HBM632.MXJF.562 · Auto-fluorescence · Kidney (Left) · Endogenous fluorophore,Auto-fluorescence,spatial proteomics,yes,human,Kidney (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/38ba22b0a2bdace0d0dd7504cbe15aae,https://assets.hubmapconsortium.org/38ba22b0a2bdace0d0dd7504cbe15aae/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/38ba22b0a2bdace0d0dd7504cbe15aae,2022,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 38ba22b0a2bdace0d0dd7504cbe15aae; access public
hubmap_hbm688_knmv_383_geomx_ngs_placenta_rna,HuBMAP HBM688.KNMV.383 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/38c23f6ec1e6ed02edd9ed31b282b0ee,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/38c23f6ec1e6ed02edd9ed31b282b0ee,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 38c23f6ec1e6ed02edd9ed31b282b0ee; access protected
hubmap_hbm646_zrtz_549_mibi_uterus_protein,HuBMAP HBM646.ZRTZ.549 · MIBI · Uterus · Protein,MIBI,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/38c54d0b994e3417508016d42da9a755,https://assets.hubmapconsortium.org/38c54d0b994e3417508016d42da9a755/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford RTI,https://portal.hubmapconsortium.org/browse/dataset/38c54d0b994e3417508016d42da9a755,2023,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 38c54d0b994e3417508016d42da9a755; access public
hubmap_hbm239_kxrp_583_phenocycler_heart_protein,HuBMAP HBM239.KXRP.583 · PhenoCycler · Heart · Protein,PhenoCycler,spatial proteomics,yes,human,Heart,,,,https://portal.hubmapconsortium.org/browse/dataset/38d7f5f6144e2d70744eb36d970d3f3d,https://assets.hubmapconsortium.org/38d7f5f6144e2d70744eb36d970d3f3d/,yes (public HuBMAP assets),HuBMAP Consortium · TMC - Children's Hospital of Philadelphia,https://portal.hubmapconsortium.org/browse/dataset/38d7f5f6144e2d70744eb36d970d3f3d,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 38d7f5f6144e2d70744eb36d970d3f3d; access public
hubmap_hbm569_wxgb_489_geomx_ngs_placenta_rna,HuBMAP HBM569.WXGB.489 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/38e294d8cd671a5202b9ce1824e45f50,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/38e294d8cd671a5202b9ce1824e45f50,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 38e294d8cd671a5202b9ce1824e45f50; access protected
hubmap_hbm299_ztdx_455_geomx_ngs_placenta_rna,HuBMAP HBM299.ZTDX.455 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/3920412482860bb3156e4ed65ce87560,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/3920412482860bb3156e4ed65ce87560,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 3920412482860bb3156e4ed65ce87560; access protected
hubmap_hbm822_zsbx_952_geomx_ngs_placenta_rna,HuBMAP HBM822.ZSBX.952 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/39225ecb36a7b111032a1e34ce3584b8,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/39225ecb36a7b111032a1e34ce3584b8,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 39225ecb36a7b111032a1e34ce3584b8; access protected
hubmap_hbm578_xjzq_389_unspecified_large_intestine_na,HuBMAP HBM578.XJZQ.389 · unspecified · Large Intestine,CODEX,spatial proteomics,yes,human,Large Intestine,,,,https://portal.hubmapconsortium.org/browse/dataset/39331497ab35a84812e04389e8f402d2,https://assets.hubmapconsortium.org/39331497ab35a84812e04389e8f402d2/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford TMC,https://portal.hubmapconsortium.org/browse/dataset/39331497ab35a84812e04389e8f402d2,2023,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 39331497ab35a84812e04389e8f402d2; access public; HuBMAP pipeline: Cytokit + SPRM
hubmap_hbm588_vnpd_285_geomx_ngs_placenta_rna,HuBMAP HBM588.VNPD.285 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/393bc74d0671bfd4466efdd532bd055f,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/393bc74d0671bfd4466efdd532bd055f,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 393bc74d0671bfd4466efdd532bd055f; access protected
hubmap_hbm283_zhqs_286_mibi_uterus_protein,HuBMAP HBM283.ZHQS.286 · MIBI · Uterus · Protein,MIBI,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/39b36c9192eddb0eb683028e1758832b,https://assets.hubmapconsortium.org/39b36c9192eddb0eb683028e1758832b/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford RTI,https://portal.hubmapconsortium.org/browse/dataset/39b36c9192eddb0eb683028e1758832b,2023,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 39b36c9192eddb0eb683028e1758832b; access public
hubmap_hbm542_rndd_438_visium_no_probes_uterus_na,HuBMAP HBM542.RNDD.438 · Visium (no probes) · Uterus,Visium (no probes),spatial transcriptomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/39c9a4453fc6393017475ff48a1748ef,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of Pennsylvania,https://portal.hubmapconsortium.org/browse/dataset/39c9a4453fc6393017475ff48a1748ef,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 39c9a4453fc6393017475ff48a1748ef; access protected
hubmap_hbm596_dgdm_234_geomx_ngs_placenta_rna,HuBMAP HBM596.DGDM.234 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/39eff633e580c1b83d615e114f05bfa8,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/39eff633e580c1b83d615e114f05bfa8,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 39eff633e580c1b83d615e114f05bfa8; access protected
