dataset_name,platform,modality,species,tissue,disease,n_samples,data_access_link,origin,source_paper_title,source_paper_doi,source_paper_year,source_paper_id,found_via,data_downloadable
PBMC10K SMAGE-seq dataset,SMAGE-seq,,human,peripheral blood mononuclear cells,healthy,,https://www.10xgenomics.com/resources/datasets,reused,SMOPCA: spatially aware dimension reduction integrating multi-omics improves the efficiency of spatial domain detection,10.1186/s13059-025-03576-9,2025,PMC12096709,literature_search,yes (http 200)
LIBD human dorsolateral prefrontal cortex dataset,10X Genomics Visium,spatial transcriptomics,human,dorsolateral prefrontal cortex,healthy,12,http://spatial.libd.org/spatialLIBD/,reused,SMOPCA: spatially aware dimension reduction integrating multi-omics improves the efficiency of spatial domain detection,10.1186/s13059-025-03576-9,2025,PMC12096709,literature_search,yes (http 200)
Human tonsil spatial-CITE-seq dataset,spatial-CITE-seq,,human,tonsil,healthy,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE213264,reused,SMOPCA: spatially aware dimension reduction integrating multi-omics improves the efficiency of spatial domain detection,10.1186/s13059-025-03576-9,2025,PMC12096709,literature_search,yes (http 200)
Stereo-CITE-seq mouse thymus dataset,Stereo-CITE-seq,,mouse,thymus,healthy,1,https://zenodo.org/records/10362607,reused,SMOPCA: spatially aware dimension reduction integrating multi-omics improves the efficiency of spatial domain detection,10.1186/s13059-025-03576-9,2025,PMC12096709,literature_search,"yes (zenodo record, 1 files)"
MISAR-seq mouse embryonic brain dataset,MISAR-seq,,mouse,embryonic brain,healthy,1,10.5281/zenodo.7480069,reused,SMOPCA: spatially aware dimension reduction integrating multi-omics improves the efficiency of spatial domain detection,10.1186/s13059-025-03576-9,2025,PMC12096709,literature_search,"yes (zenodo record, 18 files)"
Spatial ATAC-RNA-seq mouse brain dataset,spatial ATAC-RNA-seq,,mouse,brain coronal section,healthy,1,https://zenodo.org/records/10362607,reused,SMOPCA: spatially aware dimension reduction integrating multi-omics improves the efficiency of spatial domain detection,10.1186/s13059-025-03576-9,2025,PMC12096709,literature_search,"yes (zenodo record, 1 files)"
Mouse wild-type testis Slide-seq dataset,Slide-seq,spatial transcriptomics,mouse,testis,healthy,3,PRJNA668433,generated,Dissecting mammalian spermatogenesis using spatial transcriptomics,10.1016/j.celrep.2021.109915,2021,PMC8606188,literature_search,yes (ENA PRJNA668433)
Human healthy testis Slide-seq dataset,Slide-seq,spatial transcriptomics,human,testis,healthy,2,PRJNA668433,generated,Dissecting mammalian spermatogenesis using spatial transcriptomics,10.1016/j.celrep.2021.109915,2021,PMC8606188,literature_search,yes (ENA PRJNA668433)
Leptin-deficient diabetic (ob/ob) mouse testis Slide-seq dataset,Slide-seq,spatial transcriptomics,mouse,testis,diabetic,3,PRJNA668433,generated,Dissecting mammalian spermatogenesis using spatial transcriptomics,10.1016/j.celrep.2021.109915,2021,PMC8606188,literature_search,yes (ENA PRJNA668433)
Mouse testis targeted in situ RNA sequencing dataset,in situ RNA sequencing,,mouse,testis,healthy,3,PRJNA668433,generated,Dissecting mammalian spermatogenesis using spatial transcriptomics,10.1016/j.celrep.2021.109915,2021,PMC8606188,literature_search,yes (ENA PRJNA668433)
STARmap primary visual cortex dataset,STARmap,spatial transcriptomics,mouse,primary visual cortex,healthy,4,,reused,Joint Bayesian estimation of cell dependence and gene associations in spatially resolved transcriptomic data,10.1038/s41598-024-60002-z,2024,PMC11045727,literature_search,no link
Dorsolateral prefrontal cortex (DLFPC) dataset,10x Genomics Visium,spatial transcriptomics,human,dorsolateral prefrontal cortex,healthy,,,reused,Joint Bayesian estimation of cell dependence and gene associations in spatially resolved transcriptomic data,10.1038/s41598-024-60002-z,2024,PMC11045727,literature_search,no link
Human breast cancer dataset,10x Genomics Visium,spatial transcriptomics,human,breast,invasive ductal carcinoma,,,reused,Joint Bayesian estimation of cell dependence and gene associations in spatially resolved transcriptomic data,10.1038/s41598-024-60002-z,2024,PMC11045727,literature_search,no link
DLPFC,10x Genomics Visium,spatial transcriptomics,human,dorsolateral prefrontal cortex,neurotypical adult donors,12,,reused,Spatial information matters: are traditional imputation methods effective for spatial transcriptomics data?,10.1093/bib/bbag027,2026,PMC12862982,literature_search,no link
BRCA,10x Genomics Visium,spatial transcriptomics,human,breast tissue,breast cancer,,,reused,Spatial information matters: are traditional imputation methods effective for spatial transcriptomics data?,10.1093/bib/bbag027,2026,PMC12862982,literature_search,no link
Mouse liver atlas,Stereo-seq,spatial transcriptomics,mouse,liver,healthy (homeostasis and regeneration),,,reused,Spatial information matters: are traditional imputation methods effective for spatial transcriptomics data?,10.1093/bib/bbag027,2026,PMC12862982,literature_search,no link
"Slide-seqV2 mouse brain (WT, diabetes, mouse)",Slide-seqV2,spatial transcriptomics,mouse,brain (hippocampus and embryonic neocortex),,,,reused,Spatial information matters: are traditional imputation methods effective for spatial transcriptomics data?,10.1093/bib/bbag027,2026,PMC12862982,literature_search,no link
sci-Space E14.0 mouse embryos (GSE166692),sci-Space,,mouse,embryo,,14,GSE166692,reused,Spatial information matters: are traditional imputation methods effective for spatial transcriptomics data?,10.1093/bib/bbag027,2026,PMC12862982,literature_search,yes (GEO record GSE166692)
"XYZeq mouse tumor models (GSE164430, GSM5009529, GSM5009539)",XYZeq,,mouse,liver and tumor tissues / spleen,murine tumor models,,GSE164430,reused,Spatial information matters: are traditional imputation methods effective for spatial transcriptomics data?,10.1093/bib/bbag027,2026,PMC12862982,literature_search,yes (GEO record GSE164430)
"Recent Visium control datasets (Control02, Control05, Control06, Control09)",10x Genomics Visium,spatial transcriptomics,mouse,embryonic mouse brain,,,,reused,Spatial information matters: are traditional imputation methods effective for spatial transcriptomics data?,10.1093/bib/bbag027,2026,PMC12862982,literature_search,no link
fifth edition spatial transcriptomics dataset,Spatial Transcriptomics,,human,breast,breast cancer,68,10.17632/29ntw7sh4r.5,reused,Breast cancer histopathology image-based gene expression prediction using spatial transcriptomics data and deep learning,10.1038/s41598-023-40219-0,2023,PMC10442349,literature_search,yes (http 200)
MOSTA mouse spatial transcriptomic dataset,Stereo-seq,spatial transcriptomics,mouse,mouse embryo,,24,,reused,"STOmicsDB: a comprehensive database for spatial transcriptomics data sharing, analysis and visualization",10.1093/nar/gkad933,2024,PMC10767841,literature_search,no link
Human Colorectal Cancer Spatial Transcriptomics Dataset,10x Genomics Visium,spatial transcriptomics,human,colon / tumor tissue,colorectal cancer,4,https://ngdc.cncb.ac.cn/gsa-human (HRA011642),generated,Single-cell and spatial transcriptome profiling identifies the immunosuppressive spatial niche in KRAS-mutant colorectal cancer,10.1136/jitc-2025-013763,2025,PMC12766835,literature_search,unverified (unreachable during check: InvalidURL)
MERFISH mouse brain pre-optic area datasets,MERFISH,spatial transcriptomics,mouse,brain (medial pre-optic area),healthy,12,,reused,A comprehensive benchmarking with practical guidelines for cellular deconvolution of spatial transcriptomics,10.1038/s41467-023-37168-7,2023,PMC10027878,literature_search,no link
seqFISH+ mouse brain cortex dataset,seqFISH+,spatial transcriptomics,mouse,brain (cortex),healthy,,,reused,A comprehensive benchmarking with practical guidelines for cellular deconvolution of spatial transcriptomics,10.1038/s41467-023-37168-7,2023,PMC10027878,literature_search,no link
Spatial Transcriptomics pancreatic ductal adenocarcinoma dataset,Spatial Transcriptomics (ST),spatial transcriptomics,,pancreas (PDAC),pancreatic cancer,,,reused,A comprehensive benchmarking with practical guidelines for cellular deconvolution of spatial transcriptomics,10.1038/s41467-023-37168-7,2023,PMC10027878,literature_search,no link
10x Visium mouse brain dataset,10X Visium,spatial transcriptomics,mouse,brain,healthy,,,reused,A comprehensive benchmarking with practical guidelines for cellular deconvolution of spatial transcriptomics,10.1038/s41467-023-37168-7,2023,PMC10027878,literature_search,no link
Slide-seqV2 mouse hippocampus dataset,Slide-seqV2,spatial transcriptomics,mouse,hippocampus,healthy,,,reused,A comprehensive benchmarking with practical guidelines for cellular deconvolution of spatial transcriptomics,10.1038/s41467-023-37168-7,2023,PMC10027878,literature_search,no link
Stereo-seq mouse olfactory bulb dataset,stereo-seq,spatial transcriptomics,mouse,olfactory bulb,healthy,,,reused,A comprehensive benchmarking with practical guidelines for cellular deconvolution of spatial transcriptomics,10.1038/s41467-023-37168-7,2023,PMC10027878,literature_search,no link
Stereo-seq zebrafish embryo dataset,stereo-seq,spatial transcriptomics,zebrafish,embryo,healthy,,,reused,A comprehensive benchmarking with practical guidelines for cellular deconvolution of spatial transcriptomics,10.1038/s41467-023-37168-7,2023,PMC10027878,literature_search,no link
Human dorsal prefrontal cortex dataset,Visium,spatial transcriptomics,Human,Dorsal prefrontal cortex,,12,,reused,SpatialPrompt: spatially aware scalable and accurate tool for spot deconvolution and domain identification in spatial transcriptomics,10.1038/s42003-024-06349-5,2024,PMC11127982,literature_search,no link
Mouse 10X Visium cortex dataset,10X Visium,spatial transcriptomics,Mouse,Cortex,,,,reused,SpatialPrompt: spatially aware scalable and accurate tool for spot deconvolution and domain identification in spatial transcriptomics,10.1038/s42003-024-06349-5,2024,PMC11127982,literature_search,no link
Mouse hippocampus Slide-seq dataset,Slide-seq,spatial transcriptomics,Mouse,Hippocampus,,,,reused,SpatialPrompt: spatially aware scalable and accurate tool for spot deconvolution and domain identification in spatial transcriptomics,10.1038/s42003-024-06349-5,2024,PMC11127982,literature_search,no link
Mouse Visium kidney dataset,Visium,spatial transcriptomics,Mouse,Kidney,,5,,reused,SpatialPrompt: spatially aware scalable and accurate tool for spot deconvolution and domain identification in spatial transcriptomics,10.1038/s42003-024-06349-5,2024,PMC11127982,literature_search,no link
Whole mouse brain MERFISH dataset,MERFISH,spatial transcriptomics,Mouse,Whole brain,,1,,reused,SpatialPrompt: spatially aware scalable and accurate tool for spot deconvolution and domain identification in spatial transcriptomics,10.1038/s42003-024-06349-5,2024,PMC11127982,literature_search,no link
STARmap mouse cortex dataset,STARmap,spatial transcriptomics,Mouse,Cortex,,,,reused,SpatialPrompt: spatially aware scalable and accurate tool for spot deconvolution and domain identification in spatial transcriptomics,10.1038/s42003-024-06349-5,2024,PMC11127982,literature_search,no link
Visium mouse brain data,Visium,spatial transcriptomics,mouse,brain (sagittal-posterior region),healthy,1,10x Genomics website (Datasets page titled Mouse Brain Serial Section 1 (Sagittal-Posterior)),reused,Optimizing the design of spatial genomic studies,10.1101/2023.01.29.526115,2023,PMC9915499,literature_search,"no (free-text description, not a resolvable link)"
Allen Brain Atlas mouse brain data,in situ hybridization (ISH),,mouse,brain,healthy,,brainrender Python API (experiment ID 79912613),reused,Optimizing the design of spatial genomic studies,10.1101/2023.01.29.526115,2023,PMC9915499,literature_search,"no (free-text description, not a resolvable link)"
Visium prostate cancer data,Visium,spatial transcriptomics,human,prostate,adenocarcinoma with invasive carcinoma,1,"10x Genomics website (Datasets page titled Human Prostate Cancer, Adenocarcinoma with Invasive Carcinoma (FFPE))",reused,Optimizing the design of spatial genomic studies,10.1101/2023.01.29.526115,2023,PMC9915499,literature_search,"no (free-text description, not a resolvable link)"
Human Dorsolateral Prefrontal Cortex (DLPFC),10x Visium,spatial transcriptomics,Human,Dorsolateral prefrontal cortex,healthy,12,http://spatial.libd.org/spatialLIBD/,reused,spCLUE: a contrastive learning approach to unified spatial transcriptomics analysis across single-slice and multi-slice data,10.1186/s13059-025-03636-0,2025,PMC12183872,literature_search,yes (http 200)
Human Breast Cancer (BRCA),10x Visium,spatial transcriptomics,Human,Breast tissue,Breast tumor,1,https://www.10xgenomics.com/,reused,spCLUE: a contrastive learning approach to unified spatial transcriptomics analysis across single-slice and multi-slice data,10.1186/s13059-025-03636-0,2025,PMC12183872,literature_search,"no (link is a site root, not a dataset)"
Mouse Embryo (MOSTA) E9.5,Stereo-seq,spatial transcriptomics,Mouse,Embryo,healthy,5,https://db.cngb.org/stomics/mosta/,reused,spCLUE: a contrastive learning approach to unified spatial transcriptomics analysis across single-slice and multi-slice data,10.1186/s13059-025-03636-0,2025,PMC12183872,literature_search,yes (http 200)
Mouse Primary Visual Cortex (BARISTA),BaristaSeq,,Mouse,Primary visual cortex,healthy,3,http://sdmbench.drai.cn,reused,spCLUE: a contrastive learning approach to unified spatial transcriptomics analysis across single-slice and multi-slice data,10.1186/s13059-025-03636-0,2025,PMC12183872,literature_search,"no (link is a site root, not a dataset)"
Mouse Olfactory Bulb (MOB1),Slide-seqV2,spatial transcriptomics,Mouse,Olfactory bulb,healthy,1,https://singlecell.broadinstitute.org/single_cell/study/SCP815/highly-sensitive-spatial-transcriptomics-at-near-cellular-resolution-with-slide-seqv2#study-summary,reused,spCLUE: a contrastive learning approach to unified spatial transcriptomics analysis across single-slice and multi-slice data,10.1186/s13059-025-03636-0,2025,PMC12183872,literature_search,yes (http 200)
Mouse Olfactory Bulb (MOB2),Stereo-seq,spatial transcriptomics,Mouse,Olfactory bulb,healthy,1,https://github.com/JinmiaoChenLab/SEDR_analyses/tree/master/data,reused,spCLUE: a contrastive learning approach to unified spatial transcriptomics analysis across single-slice and multi-slice data,10.1186/s13059-025-03636-0,2025,PMC12183872,literature_search,yes (http 200)
Whole mouse brain MERFISH dataset,MERFISH,spatial transcriptomics,mouse,brain,healthy,59,https://doi.org/10.35077/g.610,generated,Transcriptomic and spatial organization of telencephalic GABAergic neurons,10.1038/s41586-025-09296-1,2025,PMC12589142,literature_search,yes (http 200)
Human Dorsolateral Prefrontal Cortex (DLPFC),10X Visium,spatial transcriptomics,Human,Dorsolateral prefrontal cortex,,12,,reused,m2ST: dual multi-scale graph clustering for spatially resolved transcriptomics,10.1093/bioinformatics/btaf221,2025,PMC12085222,literature_search,no link
