model,model_paper_title,model_paper_link,dataset_id,usage,alias_in_model_paper
PMC12605641,PMC12605641,PMC12605641,visium_hd_ffpe_m_visiumhd,analysis/benchmark,"Visium HD (FFPE, Mouse Brain) / internal high-resolution cohort"
PMC12605641,PMC12605641,PMC12605641,cytassist_fresh__visium,analysis/benchmark,CytAssist_Fresh_Frozen_Sagittal_Mouse_Brain / external cohort
PMC11117058,PMC11117058,PMC11117058,starmap_mouse_vi_starmap,analysis/benchmark,STARmap mouse visual cortex dataset
PMC11117058,PMC11117058,PMC11117058,mouse_bone_marro_visium,analysis/benchmark,sagittal mouse brain dataset
PMC11117058,PMC11117058,PMC11117058,maynard2021_visium,analysis/benchmark,human brain DLPFC dataset
PMC9418911,Integrative analysis of spatial transcriptome with single-cell transcriptome and single-cell epigenome in mouse lungs after immunization,https://doi.org/10.1016/j.isci.2022.104900,spatial_transcri2022_visium,analysis/benchmark,"Spatial transcriptome, scRNA-seq, and scATAC-seq data of mouse lungs after immunization"
PMC11035146,PMC11035146,PMC11035146,visium_spatial_t_visium_17,analysis/benchmark,Visium spatial transcriptomics dataset of Medicago truncatula and Rhizophagus irregularis
PMC9889806,PMC9889806,PMC9889806,adult_human_smal_visium,analysis/benchmark,Mouse brain dataset
PMC6751089,Spatial sorting enables comprehensive characterization of liver zonation,https://doi.org/10.1038/s42255-019-0109-9,spatially_sorted2019_mcscrbseq_n,analysis/benchmark,Spatially sorted hepatocyte mRNA sequencing data
PMC6751089,Spatial sorting enables comprehensive characterization of liver zonation,https://doi.org/10.1038/s42255-019-0109-9,spatially_sorted2019_lcmsms_q_exa,analysis/benchmark,Spatially sorted hepatocyte mass spectrometry proteomic data
PMC6751089,Spatial sorting enables comprehensive characterization of liver zonation,https://doi.org/10.1038/s42255-019-0109-9,spatially_sorted2019_agilent_mous,analysis/benchmark,Spatially sorted hepatocyte miRNA microarray data
PMC10770058,PMC10770058,PMC10770058,zhang2021_merfish,analysis/benchmark,MERFISH primary motor cortex dataset
PMC10770058,PMC10770058,PMC10770058,moffitt2018_merfish,analysis/benchmark,MERFISH hypothalamic preoptic region dataset
PMC10770058,PMC10770058,PMC10770058,chen2021_merfish,analysis/benchmark,MERFISH nucleus accumbens dataset
PMC10770058,PMC10770058,PMC10770058,long2023_dartfish,analysis/benchmark,DARTFISH occipital cortex dataset
PMC10770058,PMC10770058,PMC10770058,chen2018_st,analysis/benchmark,BaristaSeq primary visual area dataset
PMC10770058,PMC10770058,PMC10770058,wang2018_starmap,analysis/benchmark,STARmap primary visual cortex dataset
PMC10770058,PMC10770058,PMC10770058,codeluppi2018_osmfish,analysis/benchmark,osmFISH somatosensory cortex dataset
PMC10770058,PMC10770058,PMC10770058,lohoff2021_seqfish,analysis/benchmark,seqFISH embryo dataset
PMC10770058,PMC10770058,PMC10770058,allen2023_aging_brain_merfish,analysis/benchmark,MERSCOPE whole mouse brain dataset
PMC10770058,PMC10770058,PMC10770058,stahl2016_spatial_tran,analysis/benchmark,Spatial Transcriptomics olfactory bulb dataset
PMC10770058,PMC10770058,PMC10770058,maynard2021_visium,analysis/benchmark,10x Visium human brain dataset
PMC10770058,PMC10770058,PMC10770058,lebrigand2023_visium,analysis/benchmark,10x Visium olfactory bulb dataset
PMC10770058,PMC10770058,PMC10770058,rodriques2019_slideseq,analysis/benchmark,Slide-seq cerebellum dataset
PMC10770058,PMC10770058,PMC10770058,chen2022_stereo,analysis/benchmark,Stereo-seq olfactory bulb dataset
PMC10770058,PMC10770058,PMC10770058,zeng2023_starmap,analysis/benchmark,STARmapPLUS dataset
PMC10770058,PMC10770058,PMC10770058,keren2018_mibi,analysis/benchmark,MIBI-TOF triple-negative breast cancer dataset
PMC12572259,PMC12572259,PMC12572259,spatial_transcri_visium_14,analysis/benchmark,spatial transcriptomics dataset of the endometrium from normal individuals and RIF patients
PMC8971939,PMC8971939,PMC8971939,mouse_raw_and_an_slideseq,analysis/benchmark,Mouse raw and annotated spatial transcriptomics data
PMC12534522,PMC12534522,PMC12534522,stereo_seq_v1_3__stereo,analysis/benchmark,Stereo-seq v1.3 dataset
PMC12534522,PMC12534522,PMC12534522,visium_hd_ffpe_d_visiumhd,analysis/benchmark,Visium HD FFPE dataset
PMC12534522,PMC12534522,PMC12534522,cosmx_6k_dataset_cosmx,analysis/benchmark,CosMx 6K dataset
PMC12534522,PMC12534522,PMC12534522,xenium_5k_datase_xenium,analysis/benchmark,Xenium 5K dataset
PMC12534522,PMC12534522,PMC12534522,codex_dataset_codex,analysis/benchmark,CODEX dataset
PMC11326170,PMC11326170,PMC11326170,deep_starmap_and_starmap,analysis/benchmark,Deep-STARmap and Deep-RIBOmap mouse brain dataset
PMC9751300,PMC9751300,PMC9751300,masp_mouse_brain_lcms,analysis/benchmark,MASP mouse brain dataset
PMC12513172,Spatial transcriptomic data denoising and domain identification by a community strength-augmented graph autoencoder,https://doi.org/10.1093/bib/bbaf540,maynard2021_visium,analysis/benchmark,DLPFC
PMC12513172,Spatial transcriptomic data denoising and domain identification by a community strength-augmented graph autoencoder,https://doi.org/10.1093/bib/bbaf540,moncada2020_st,analysis/benchmark,PDAC
PMC12513172,Spatial transcriptomic data denoising and domain identification by a community strength-augmented graph autoencoder,https://doi.org/10.1093/bib/bbaf540,moffitt2018_merfish,analysis/benchmark,Healthy mouse hypothalamic preoptic dataset
PMC12513172,Spatial transcriptomic data denoising and domain identification by a community strength-augmented graph autoencoder,https://doi.org/10.1093/bib/bbaf540,chen2022_slideseq,analysis/benchmark,MOB
PMC11614901,PMC11614901,PMC11614901,ffpe_hepatocellu_maldiims_ngl,analysis/benchmark,FFPE hepatocellular carcinoma tissue and serum cohort
PMC11614901,PMC11614901,PMC11614901,wang2017_glycotyper_g,analysis/benchmark,University of California at San Diego serum cohort
bio_30f9dfd36cdb,"Highly multiplexed, image-based pooled screens in primary cells and tissues with PerturbView",https://doi.org/10.1101/2023.12.26.573143,a549_cells_frame2023_iss,analysis/benchmark,A549 cells frameshift reporter and CD81 CRISPR screen dataset
bio_30f9dfd36cdb,"Highly multiplexed, image-based pooled screens in primary cells and tissues with PerturbView",https://doi.org/10.1101/2023.12.26.573143,dld_1_colon_canc2023_xenium,analysis/benchmark,DLD-1 colon cancer subcutaneous xenograft tissue PerturbView and spatial transcriptomics dataset
CRISPRmap,CRISPRmap: Sequencing-free optical pooled screens mapping multi-omic phenotypes in cells and tissue,https://doi.org/10.1101/2023.12.26.572587,ddr364_base_edit2023_spinning_dis,analysis/benchmark,GFP-pilot HT1080 knockout screening dataset
bio_74158cf56f1d,A Pooled Cell Painting CRISPR Screening Platform Enables de novo Inference of Gene Function by Self-supervised Deep Learning,https://doi.org/10.1101/2023.08.13.553051,1640_gene_drugga2023_cellpaintpos,analysis/benchmark,124-Gene PoC Screen Dataset
bio_a89a46a56c46,Spatial Perturb-Seq: Single-Cell Functional Genomics within Intact Tissue Architecture,https://doi.org/10.1101/2024.12.19.628843,stereo_seq_datas2024_stereo,analysis/benchmark,Stereo-seq dataset
PMC12135205,"Simultaneous CRISPR screening and spatial transcriptomics reveal intracellular, intercellular, and functional transcriptional circuits",https://doi.org/10.1016/j.cell.2025.02.012,binan2025_perturbfish,analysis/benchmark,THP1 lipopolysaccharide (LPS) response Perturb-FISH and Perturb-seq dataset
bio_5b02e4bb7294,"Simultaneous CRISPR screening and spatial transcriptomics reveals intracellular, intercellular, and functional transcriptional circuits",https://doi.org/10.1101/2023.11.30.569494,yao2023_perturbseq,analysis/benchmark,Matched Perturb-seq screen (LPS response in THP1-derived macrophages)
bio_5b02e4bb7294,"Simultaneous CRISPR screening and spatial transcriptomics reveals intracellular, intercellular, and functional transcriptional circuits",https://doi.org/10.1101/2023.11.30.569494,perturb_fish_asd2023_merfish,analysis/benchmark,Perturb-FISH LPS response dataset in THP1-derived macrophages
PMC12083649,Spatially Resolved Panoramic in vivo CRISPR Screen via Perturb-DBiT,https://doi.org/10.21203/rs.3.rs-6481967/v1,ht_29_lung_metas2025_dbit,analysis/benchmark,SMARTA TCR transgenic spleen Perturb-DBiT dataset
PMC12083649,Spatially Resolved Panoramic in vivo CRISPR Screen via Perturb-DBiT,https://doi.org/10.21203/rs.3.rs-6481967/v1,wang2018_molecular_in,analysis/benchmark,Wang et al. liver tumorigenesis screen dataset
bio_f666617d7416,bio_f666617d7416,bio_f666617d7416,ht29_lung_metast_dbit,analysis/benchmark,SMARTA TCR transgenic spleen Perturb-DBiT dataset
bio_f666617d7416,bio_f666617d7416,bio_f666617d7416,wang2018_molecular_in,analysis/benchmark,Autochthonous mouse liver tumors Perturb-DBiT dataset
bio_648c1917902a,"Spatially resolved, multimodal in vivo Perturb-seq using antibody-based cell hashing",https://doi.org/10.64898/2026.05.25.727765,perturbspace_liv2026_perturbspace,analysis/benchmark,Kidney and liver single-cell spatial maps / benchmark datasets
PMC12583788,"Spatial Transcriptomics of Adipose Tissue: Technologies, Applications, and Challenges",https://doi.org/10.7570/jomes25078,bckdahl2021_visium,analysis/benchmark,human subcutaneous abdominal white adipose tissue spatial dataset
PMC12583788,"Spatial Transcriptomics of Adipose Tissue: Technologies, Applications, and Challenges",https://doi.org/10.7570/jomes25078,stansbury2023_visium,analysis/benchmark,mouse epididymal white adipose tissue obesity dataset (Stansbury)
PMC12583788,"Spatial Transcriptomics of Adipose Tissue: Technologies, Applications, and Challenges",https://doi.org/10.7570/jomes25078,kohda2025_visium,analysis/benchmark,mouse white adipose tissue fibrosis dataset (Kohda)
PMC12583788,"Spatial Transcriptomics of Adipose Tissue: Technologies, Applications, and Challenges",https://doi.org/10.7570/jomes25078,lundgren2023_visium,analysis/benchmark,mouse brown adipose tissue cold exposure dataset (Lundgren)
PMC12583788,"Spatial Transcriptomics of Adipose Tissue: Technologies, Applications, and Challenges",https://doi.org/10.7570/jomes25078,nigro2023_unknown,analysis/benchmark,mouse inguinal white adipose tissue exercise dataset (Nigro)
PMC9712633,Spatially resolved whole transcriptome profiling in human and mouse tissue using Digital Spatial Profiling,https://doi.org/10.1101/gr.276206.121,young2018_singlecell_r,analysis/benchmark,Kidney single-cell RNA-seq
PMC9712633,Spatially resolved whole transcriptome profiling in human and mouse tissue using Digital Spatial Profiling,https://doi.org/10.1101/gr.276206.121,visel2004_in_situ_hybr,analysis/benchmark,GenePaint mouse embryo ISH atlas
PMC9712633,Spatially resolved whole transcriptome profiling in human and mouse tissue using Digital Spatial Profiling,https://doi.org/10.1101/gr.276206.121,uhln2015_st,analysis/benchmark,Human Protein Atlas
PMC9712633,Spatially resolved whole transcriptome profiling in human and mouse tissue using Digital Spatial Profiling,https://doi.org/10.1101/gr.276206.121,human_and_mouse_2022_geomx,analysis/benchmark,Human and mouse Whole Transcriptome Atlas (WTA) Digital Spatial Profiling datasets
PMC8494224,Characterizing spatial gene expression heterogeneity in spatially resolved single-cell transcriptomic data with nonuniform cellular densities,https://doi.org/10.1101/gr.271288.120,stahl2016_spatial_tran,analysis/benchmark,Spatial transcriptomics data of the mouse main olfactory bulb (MOB)
PMC8494224,Characterizing spatial gene expression heterogeneity in spatially resolved single-cell transcriptomic data with nonuniform cellular densities,https://doi.org/10.1101/gr.271288.120,rodriques2019_slideseq,analysis/benchmark,Slide-seq data of the mouse cerebellum
PMC8494224,Characterizing spatial gene expression heterogeneity in spatially resolved single-cell transcriptomic data with nonuniform cellular densities,https://doi.org/10.1101/gr.271288.120,fowlkes2008_in_situ_hybr,analysis/benchmark,3D in situ hybridization (ISH) data of the Drosophila melanogaster embryo
PMC8494224,Characterizing spatial gene expression heterogeneity in spatially resolved single-cell transcriptomic data with nonuniform cellular densities,https://doi.org/10.1101/gr.271288.120,mokitt2018_merfish,analysis/benchmark,Spatially resolved single-cell transcriptomic data of the hypothalamic preoptic region
PMC10028822,A molecularly defined and spatially resolved cell atlas of the whole mouse brain,https://doi.org/10.1101/2023.03.06.531348,zhang2023_merfish,analysis/benchmark,Whole adult mouse brain MERFISH dataset
PMC7641728,Hybridization-based  in situ  sequencing (HybISS) for spatially resolved transcriptomics in human and mouse brain tissue,https://doi.org/10.1093/nar/gkaa792,hybiss_spatial_t2020_iss,analysis/benchmark,HybISS spatial transcriptomics datasets of mouse brain coronal section and human middle temporal gyrus
Spatial-ID,Spatial-ID: a cell typing method for spatially resolved transcriptomics via transfer learning and spatial embedding,https://doi.org/10.1038/s41467-022-35288-0,zhang2021_merfish,analysis/benchmark,mouse primary motor cortex dataset (MOP)
Spatial-ID,Spatial-ID: a cell typing method for spatially resolved transcriptomics via transfer learning and spatial embedding,https://doi.org/10.1038/s41467-022-35288-0,mokitt2018_merfish,analysis/benchmark,mouse hypothalamic preoptic region dataset
Spatial-ID,Spatial-ID: a cell typing method for spatially resolved transcriptomics via transfer learning and spatial embedding,https://doi.org/10.1038/s41467-022-35288-0,chen2021_slideseq,analysis/benchmark,mouse spermatogenesis dataset
Spatial-ID,Spatial-ID: a cell typing method for spatially resolved transcriptomics via transfer learning and spatial embedding,https://doi.org/10.1038/s41467-022-35288-0,he2022_cosmx_2,analysis/benchmark,human non-small-cell lung cancer dataset (NSCLC)
Spatial-ID,Spatial-ID: a cell typing method for spatially resolved transcriptomics via transfer learning and spatial embedding,https://doi.org/10.1038/s41467-022-35288-0,mouse_brain_hemi2022_stereo,analysis/benchmark,mouse brain hemisphere dataset
PMC8566243,Deep learning and alignment of spatially resolved single-cell transcriptomes with Tangram,https://doi.org/10.1038/s41592-021-01264-7,biancalani2021_unknown,analysis/benchmark,MERFISH mouse brain dataset
PMC8566243,Deep learning and alignment of spatially resolved single-cell transcriptomes with Tangram,https://doi.org/10.1038/s41592-021-01264-7,wang2018_osmfish,analysis/benchmark,STARmap mouse brain dataset
PMC8566243,Deep learning and alignment of spatially resolved single-cell transcriptomes with Tangram,https://doi.org/10.1038/s41592-021-01264-7,ma2020_shareseq,analysis/benchmark,SHARE-seq mouse brain dataset
PMC13035813,Spatial perturb-seq: single-cell functional genomics within intact tissue architecture,https://doi.org/10.1038/s41467-026-69677-6,stereo_seq_adult2026_stereo,analysis/benchmark,Stereo-seq adult mouse brain dataset
PMC13035813,Spatial perturb-seq: single-cell functional genomics within intact tissue architecture,https://doi.org/10.1038/s41467-026-69677-6,xenium_adult_mou2026_xenium,analysis/benchmark,Xenium adult mouse brain dataset
bio_c9adb5e76f53,CONCERT predicts niche-aware perturbation responses in spatial transcriptomics,https://doi.org/10.1101/2025.11.08.686890,dhainaut2022_spatial_tran,analysis/benchmark,Perturb-map lung dataset
bio_c9adb5e76f53,CONCERT predicts niche-aware perturbation responses in spatial transcriptomics,https://doi.org/10.1101/2025.11.08.686890,wang2025_visiumhd,analysis/benchmark,Mouse brain stroke dataset
bio_f666617d7416,bio_f666617d7416,bio_f666617d7416,ht29_lung_metast_dbit_2,analysis/benchmark,SMARTA TCR transgenic spleen Perturb-DBiT dataset
PMC9014450,Spatial and single-cell transcriptome analysis reveals changes in gene expression in response to drug perturbation in rat kidney,https://doi.org/10.1093/dnares/dsac007,rat_kidney_st_se2022_visium,analysis/benchmark,Rat kidney ST-seq and scRNA-seq dataset
SDMap,SDMap: a comprehensive database of spatial drug perturbation maps,https://doi.org/10.1093/nar/gkaf1046,sdmap_spatial_tr2026_visium,analysis/benchmark,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)"
